Hourly measurement data supplied by UK-air on 12/04/2020
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Cardiff Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Newport Road",,,,,,,,,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2019-09-19,13:00:00,70.94714,V ugm-3,2.36491,V ugm-3,17.42975,V ugm-3,21.05589,V ugm-3,47.95071,V ugm-3,No data,V mgm-3,35.6,V ugm-3 (TEOM FDMS),33.4,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),84.7,N deg,2.5,N ms-1,14.6,N degC,35.111,V ugm-3,47.29514,V ugm-3,101.13125,V ugm-3,30.918,V ugm-3 (Ref.eq),76.9,N deg,2.3,N ms-1,13.8,N degC
2019-09-19,14:00:00,49.09422,V ugm-3,3.11568,V ugm-3,20.28095,V ugm-3,25.05825,V ugm-3,19.51207,V ugm-3,No data,V mgm-3,32.8,V ugm-3 (TEOM FDMS),30.8,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),77.3,N deg,2.5,N ms-1,15,N degC,35.42365,V ugm-3,52.87208,V ugm-3,107.18759,V ugm-3,31.885,V ugm-3 (Ref.eq),63.7,N deg,2.4,N ms-1,14.3,N degC
2019-09-19,15:00:00,60.02068,V ugm-3,2.21476,V ugm-3,18.06601,V ugm-3,21.46193,V ugm-3,18.16913,V ugm-3,No data,V mgm-3,26.2,V ugm-3 (TEOM FDMS),23.8,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),71.7,N deg,2.3,N ms-1,15.3,N degC,33.26634,V ugm-3,54.16113,V ugm-3,105.16881,V ugm-3,29.952,V ugm-3 (Ref.eq),58.1,N deg,2.3,N ms-1,14.8,N degC
2019-09-19,16:00:00,60.02068,V ugm-3,2.06461,V ugm-3,16.44008,V ugm-3,19.60576,V ugm-3,6.79367,V ugm-3,No data,V mgm-3,22.5,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),70.9,N deg,2.3,N ms-1,15.3,N degC,43.39632,V ugm-3,55.98061,V ugm-3,122.52071,V ugm-3,29.952,V ugm-3 (Ref.eq),62.8,N deg,2.2,N ms-1,15.3,N degC
2019-09-19,17:00:00,58.87315,V ugm-3,1.57661,V ugm-3,14.05605,V ugm-3,16.47348,V ugm-3,8.53159,V ugm-3,No data,V mgm-3,20,V ugm-3 (TEOM FDMS),18.2,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),81.2,N deg,2,N ms-1,14.7,N degC,46.80424,V ugm-3,62.48335,V ugm-3,134.24885,V ugm-3,28.986,V ugm-3 (Ref.eq),74.7,N deg,1.9,N ms-1,15.6,N degC
2019-09-19,18:00:00,45.40218,V ugm-3,1.72676,V ugm-3,23.04865,V ugm-3,25.69631,V ugm-3,9.55854,V ugm-3,No data,V mgm-3,16.6,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),78.5,N deg,1.9,N ms-1,13.4,N degC,42.70848,V ugm-3,68.42697,V ugm-3,133.91239,V ugm-3,23.189,V ugm-3 (Ref.eq),67.7,N deg,1.6,N ms-1,15.8,N degC
2019-09-19,19:00:00,24.597,V ugm-3,2.59014,V ugm-3,39.99646,V ugm-3,43.96796,V ugm-3,4.97676,V ugm-3,No data,V mgm-3,17.6,V ugm-3 (TEOM FDMS),15.9,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS),47.4,N deg,2,N ms-1,12.4,N degC,113.80591,V ugm-3,86.2591,V ugm-3,260.75905,V ugm-3,27.054,V ugm-3 (Ref.eq),37.3,N deg,1.9,N ms-1,15.8,N degC
2019-09-19,20:00:00,13.72044,V ugm-3,4.69229,V ugm-3,54.98686,V ugm-3,62.18159,V ugm-3,1.89591,V ugm-3,No data,V mgm-3,24.4,V ugm-3 (TEOM FDMS),22.8,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),11.4,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),28.3,N deg,2.4,N ms-1,11.3,N degC,81.07107,V ugm-3,72.09118,V ugm-3,196.39843,V ugm-3,24.155,V ugm-3 (Ref.eq),30.5,N deg,2.4,N ms-1,15.2,N degC
2019-09-19,21:00:00,20.95485,V ugm-3,2.70276,V ugm-3,40.69386,V ugm-3,44.83804,V ugm-3,1.18494,V ugm-3,No data,V mgm-3,22.2,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),38.3,N deg,2.8,N ms-1,10.8,N degC,62.40566,V ugm-3,64.37306,V ugm-3,160.0604,V ugm-3,16.425,V ugm-3 (Ref.eq),43.4,N deg,3.2,N ms-1,14.9,N degC
2019-09-19,22:00:00,28.53851,V ugm-3,1.53907,V ugm-3,25.01859,V ugm-3,27.37846,V ugm-3,1.10595,V ugm-3,No data,V mgm-3,16.3,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),10.3,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),58.3,N deg,3.2,N ms-1,10.8,N degC,31.54675,V ugm-3,51.22213,V ugm-3,99.59314,V ugm-3,22.223,V ugm-3 (Ref.eq),63.2,N deg,3.6,N ms-1,14.9,N degC
2019-09-19,23:00:00,19.70754,V ugm-3,2.02707,V ugm-3,33.26114,V ugm-3,36.36927,V ugm-3,1.42193,V ugm-3,No data,V mgm-3,20.3,V ugm-3 (TEOM FDMS),19.1,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),9.3,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),74.8,N deg,3.3,N ms-1,10.9,N degC,30.20234,V ugm-3,55.97524,V ugm-3,102.28484,V ugm-3,24.155,V ugm-3 (Ref.eq),96.4,N deg,3.4,N ms-1,15,N degC
2019-09-19,24:00:00,13.52087,V ugm-3,3.45352,V ugm-3,36.58444,V ugm-3,41.87977,V ugm-3,1.34294,V ugm-3,No data,V mgm-3,20.9,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS),90,N deg,3.3,N ms-1,10.8,N degC,29.04552,V ugm-3,54.52857,V ugm-3,99.06441,V ugm-3,18.358,V ugm-3 (Ref.eq),110.1,N deg,3.6,N ms-1,14.8,N degC
2019-09-20,01:00:00,6.8519,V ugm-3,3.92815,V ugm-3,43.46011,V ugm-3,49.48318,V ugm-3,1.58705,V ugm-3,No data,V mgm-3,22.5,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),93.5,N deg,3.2,N ms-1,10.8,N degC,11.22321,V ugm-3,46.42217,V ugm-3,63.63085,V ugm-3,16.425,V ugm-3 (Ref.eq),117.1,N deg,3.4,N ms-1,14.6,N degC
2019-09-20,02:00:00,16.81377,V ugm-3,2.16552,V ugm-3,25.43438,V ugm-3,28.7548,V ugm-3,1.58705,V ugm-3,No data,V mgm-3,20,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),99.1,N deg,3.6,N ms-1,10.9,N degC,18.05518,V ugm-3,38.80103,V ugm-3,66.48526,V ugm-3,16.425,V ugm-3 (Ref.eq),113.1,N deg,4.4,N ms-1,14.7,N degC
2019-09-20,03:00:00,13.12173,V ugm-3,1.9263,V ugm-3,31.35342,V ugm-3,34.30704,V ugm-3,1.03158,V ugm-3,No data,V mgm-3,19,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),10.2,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),101.1,N deg,4.1,N ms-1,11,N degC,8.13578,V ugm-3,35.92196,V ugm-3,48.39665,V ugm-3,22.223,V ugm-3 (Ref.eq),107.9,N deg,5.4,N ms-1,14.2,N degC
2019-09-20,04:00:00,23.99829,V ugm-3,2.37955,V ugm-3,27.8531,V ugm-3,31.5017,V ugm-3,1.34899,V ugm-3,No data,V mgm-3,22.6,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),11.3,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),98.4,N deg,4.4,N ms-1,11,N degC,2.40944,V ugm-3,26.13253,V ugm-3,29.82696,V ugm-3,27.054,V ugm-3 (Ref.eq),105.9,N deg,5.9,N ms-1,13.9,N degC
2019-09-20,05:00:00,15.317,V ugm-3,2.71949,V ugm-3,36.33236,V ugm-3,40.50218,V ugm-3,1.42835,V ugm-3,No data,V mgm-3,19.5,V ugm-3 (TEOM FDMS),15.3,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),95.3,N deg,4.7,N ms-1,10.9,N degC,10.98331,V ugm-3,36.2704,V ugm-3,53.11123,V ugm-3,23.189,V ugm-3 (Ref.eq),100.9,N deg,6.3,N ms-1,13.6,N degC
2019-09-20,06:00:00,15.36689,V ugm-3,4.00369,V ugm-3,35.18151,V ugm-3,41.32041,V ugm-3,1.42835,V ugm-3,No data,V mgm-3,17.2,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),92.5,N deg,5.1,N ms-1,10.8,N degC,12.67305,V ugm-3,36.18112,V ugm-3,55.61285,V ugm-3,17.392,V ugm-3 (Ref.eq),95.7,N deg,6.5,N ms-1,13.3,N degC
2019-09-20,07:00:00,12.87227,V ugm-3,18.84755,V ugm-3,51.40386,V ugm-3,80.30302,V ugm-3,1.74576,V ugm-3,No data,V mgm-3,23.9,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),92.1,N deg,5.2,N ms-1,11,N degC,33.70092,V ugm-3,50.0744,V ugm-3,101.74842,V ugm-3,21.256,V ugm-3 (Ref.eq),94.8,N deg,6.6,N ms-1,13,N degC
2019-09-20,08:00:00,19.80732,V ugm-3,19.82958,V ugm-3,53.22944,V ugm-3,83.63437,V ugm-3,1.66641,V ugm-3,No data,V mgm-3,29.9,V ugm-3 (TEOM FDMS),30.1,V ugm-3 (TEOM FDMS),-0.2,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS),-0.2,V ugm-3 (TEOM FDMS),93.6,N deg,5.7,N ms-1,11.8,N degC,50.62961,V ugm-3,54.37738,V ugm-3,132.00836,V ugm-3,33.817,V ugm-3 (Ref.eq),93.9,N deg,6.8,N ms-1,13,N degC
2019-09-20,09:00:00,32.28045,V ugm-3,32.63383,V ugm-3,99.34683,V ugm-3,149.38466,V ugm-3,2.45993,V ugm-3,No data,V mgm-3,34.1,V ugm-3 (TEOM FDMS),28.8,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),98,N deg,6.2,N ms-1,12.6,N degC,35.17162,V ugm-3,38.00533,V ugm-3,91.93439,V ugm-3,28.02,V ugm-3 (Ref.eq),100.1,N deg,6.9,N ms-1,13.4,N degC
2019-09-20,10:00:00,39.71443,V ugm-3,6.6854,V ugm-3,22.01067,V ugm-3,32.26148,V ugm-3,1.42835,V ugm-3,0.3362,V mgm-3,29.5,V ugm-3 (TEOM FDMS),24.7,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),100.8,N deg,6.2,N ms-1,13.6,N degC,26.31613,V ugm-3,33.44684,V ugm-3,73.79767,V ugm-3,31.885,V ugm-3 (Ref.eq),101.1,N deg,6.6,N ms-1,14.1,N degC
2019-09-20,11:00:00,43.85551,V ugm-3,14.61724,V ugm-3,45.73374,V ugm-3,68.14653,V ugm-3,1.58705,V ugm-3,0.132181,V mgm-3,30.3,V ugm-3 (TEOM FDMS),24.9,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),103.4,N deg,6.3,N ms-1,14.5,N degC,23.90669,V ugm-3,33.19641,V ugm-3,69.85282,V ugm-3,34.783,V ugm-3 (Ref.eq),102.3,N deg,6.4,N ms-1,14.9,N degC
2019-09-20,12:00:00,56.17896,V ugm-3,11.02902,V ugm-3,42.41044,V ugm-3,59.32137,V ugm-3,2.22187,V ugm-3,0.123561,V mgm-3,26.8,V ugm-3 (TEOM FDMS),27.5,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),110.7,N deg,6.4,N ms-1,15.3,N degC,21.49724,V ugm-3,34.8222,V ugm-3,67.78418,V ugm-3,38.648,V ugm-3 (Ref.eq),112.4,N deg,6.7,N ms-1,15.6,N degC
2019-09-20,13:00:00,68.30283,V ugm-3,3.02165,V ugm-3,15.88096,V ugm-3,20.51409,V ugm-3,1.58705,V ugm-3,0.106319,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),111.6,N deg,6.4,N ms-1,15.8,N degC,22.4047,V ugm-3,35.01835,V ugm-3,69.37174,V ugm-3,28.02,V ugm-3 (Ref.eq),114.1,N deg,6.6,N ms-1,16,N degC
2019-09-20,14:00:00,71.29638,V ugm-3,17.72702,V ugm-3,26.0426,V ugm-3,53.22364,V ugm-3,2.11607,V ugm-3,0.100573,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),112.2,N deg,6.5,N ms-1,16.2,N degC,22.24824,V ugm-3,37.66365,V ugm-3,71.77714,V ugm-3,31.885,V ugm-3 (Ref.eq),114.8,N deg,6.4,N ms-1,16.5,N degC
2019-09-20,15:00:00,74.09036,V ugm-3,1.09535,V ugm-3,12.40566,V ugm-3,14.08517,V ugm-3,0.71418,V ugm-3,0.135055,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),112.3,N deg,6.1,N ms-1,16.3,N degC,29.69561,V ugm-3,49.72121,V ugm-3,95.25384,V ugm-3,26.087,V ugm-3 (Ref.eq),114.6,N deg,5.9,N ms-1,16.7,N degC
2019-09-20,16:00:00,71.29638,V ugm-3,1.20866,V ugm-3,13.05015,V ugm-3,14.9034,V ugm-3,0.47612,V ugm-3,0.100573,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),112.1,N deg,5.6,N ms-1,16,N degC,24.68897,V ugm-3,45.27473,V ugm-3,83.13063,V ugm-3,28.986,V ugm-3 (Ref.eq),108.4,N deg,5.4,N ms-1,16.9,N degC
2019-09-20,17:00:00,62.76477,V ugm-3,1.69968,V ugm-3,18.72618,V ugm-3,21.33232,V ugm-3,1.5077,V ugm-3,0.22126,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),109,N deg,5.1,N ms-1,15.4,N degC,29.44528,V ugm-3,43.27371,V ugm-3,88.42251,V ugm-3,21.256,V ugm-3 (Ref.eq),102.7,N deg,5.6,N ms-1,16.9,N degC
2019-09-20,18:00:00,63.61294,V ugm-3,1.17089,V ugm-3,22.40077,V ugm-3,24.19611,V ugm-3,2.06317,V ugm-3,0.227007,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),111.2,N deg,5.8,N ms-1,14.5,N degC,30.75952,V ugm-3,53.62233,V ugm-3,100.78626,V ugm-3,28.986,V ugm-3 (Ref.eq),109.4,N deg,7.1,N ms-1,16.7,N degC
2019-09-20,19:00:00,64.91014,V ugm-3,0.86872,V ugm-3,21.69519,V ugm-3,23.02721,V ugm-3,2.45993,V ugm-3,0.051723,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),113.4,N deg,6.4,N ms-1,13.9,N degC,20.62108,V ugm-3,43.18939,V ugm-3,74.80794,V ugm-3,24.155,V ugm-3 (Ref.eq),114,N deg,8,N ms-1,16.1,N degC
2019-09-20,20:00:00,63.31358,V ugm-3,0.67987,V ugm-3,17.77674,V ugm-3,18.8192,V ugm-3,2.61864,V ugm-3,0.04885,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),113.3,N deg,6.6,N ms-1,13.3,N degC,18.21164,V ugm-3,40.24492,V ugm-3,68.16904,V ugm-3,19.324,V ugm-3 (Ref.eq),115.8,N deg,8.6,N ms-1,15.4,N degC
2019-09-20,21:00:00,60.07057,V ugm-3,0.86872,V ugm-3,17.95473,V ugm-3,19.28675,V ugm-3,2.45993,V ugm-3,0.068964,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),113.2,N deg,6.5,N ms-1,12.8,N degC,9.88811,V ugm-3,36.50644,V ugm-3,51.668,V ugm-3,23.189,V ugm-3 (Ref.eq),117.4,N deg,8.5,N ms-1,14.8,N degC
2019-09-20,22:00:00,39.46497,V ugm-3,1.47306,V ugm-3,33.97706,V ugm-3,36.23572,V ugm-3,1.98382,V ugm-3,0.16379,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),109.6,N deg,6.3,N ms-1,12.6,N degC,8.19837,V ugm-3,44.8703,V ugm-3,57.44095,V ugm-3,29.952,V ugm-3 (Ref.eq),114.4,N deg,8.2,N ms-1,14.7,N degC
2019-09-20,23:00:00,44.25465,V ugm-3,0.9065,V ugm-3,24.79329,V ugm-3,26.18323,V ugm-3,2.14252,V ugm-3,0.186778,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),105.8,N deg,5.8,N ms-1,12.6,N degC,12.26626,V ugm-3,58.02048,V ugm-3,76.82848,V ugm-3,30.918,V ugm-3 (Ref.eq),109.5,N deg,7.8,N ms-1,14.7,N degC
2019-09-20,24:00:00,39.86411,V ugm-3,0.86872,V ugm-3,26.66299,V ugm-3,27.99501,V ugm-3,2.30123,V ugm-3,0.169537,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),99.3,N deg,5.5,N ms-1,12.5,N degC,10.32619,V ugm-3,54.8855,V ugm-3,70.71876,V ugm-3,24.155,V ugm-3 (Ref.eq),104.4,N deg,7.2,N ms-1,14.7,N degC
2019-09-21,01:00:00,35.78955,V ugm-3,1.31744,V ugm-3,29.93445,V ugm-3,31.95449,V ugm-3,1.06279,V ugm-3,0.1608,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),97.7,N deg,5.9,N ms-1,12.3,N degC,5.42838,V ugm-3,38.02882,V ugm-3,46.35223,V ugm-3,28.02,V ugm-3 (Ref.eq),103.7,N deg,8.2,N ms-1,15.1,N degC
2019-09-21,02:00:00,28.28905,V ugm-3,2.17884,V ugm-3,32.93183,V ugm-3,36.27266,V ugm-3,0.31884,V ugm-3,0.137828,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),96.3,N deg,6,N ms-1,12.3,N degC,4.19656,V ugm-3,36.08166,V ugm-3,42.51629,V ugm-3,23.189,V ugm-3 (Ref.eq),102.9,N deg,7.7,N ms-1,14.7,N degC
2019-09-21,03:00:00,36.12217,V ugm-3,1.48212,V ugm-3,24.7553,V ugm-3,27.02784,V ugm-3,0.95651,V ugm-3,0.111986,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),89.7,N deg,5.7,N ms-1,12.1,N degC,2.47409,V ugm-3,27.88903,V ugm-3,31.68258,V ugm-3,25.121,V ugm-3 (Ref.eq),97.8,N deg,7.3,N ms-1,14.6,N degC
2019-09-21,04:00:00,32.72948,V ugm-3,1.93815,V ugm-3,27.88353,V ugm-3,30.85532,V ugm-3,1.35505,V ugm-3,0.114858,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),87.4,N deg,5.3,N ms-1,12,N degC,3.85206,V ugm-3,33.43199,V ugm-3,39.3384,V ugm-3,25.121,V ugm-3 (Ref.eq),94.1,N deg,6.4,N ms-1,14.5,N degC
2019-09-21,05:00:00,30.18496,V ugm-3,1.78614,V ugm-3,30.53086,V ugm-3,33.26957,V ugm-3,1.19564,V ugm-3,0.106244,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),92,N deg,5.5,N ms-1,12.1,N degC,3.78943,V ugm-3,26.9315,V ugm-3,32.74188,V ugm-3,26.087,V ugm-3 (Ref.eq),93.1,N deg,6.4,N ms-1,14.5,N degC
2019-09-21,06:00:00,27.98969,V ugm-3,2.35619,V ugm-3,28.89131,V ugm-3,32.50407,V ugm-3,1.43476,V ugm-3,0.094758,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),86.2,N deg,5,N ms-1,12.1,N degC,3.75811,V ugm-3,26.88322,V ugm-3,32.64558,V ugm-3,21.256,V ugm-3 (Ref.eq),90.3,N deg,6.2,N ms-1,14.6,N degC
2019-09-21,07:00:00,28.38883,V ugm-3,3.19225,V ugm-3,28.37485,V ugm-3,33.26957,V ugm-3,1.59418,V ugm-3,0.097629,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),86.9,N deg,4.8,N ms-1,12.3,N degC,6.16957,V ugm-3,26.79695,V ugm-3,36.25681,V ugm-3,20.29,V ugm-3 (Ref.eq),91.2,N deg,6,N ms-1,14.5,N degC
