Hourly measurement data supplied by UK-air on 12/04/2020
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Cardiff Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Newport Road",,,,,,,,,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2019-04-02,19:00:00,67.25509,V ugm-3,0.71203,V ugm-3,14.9564,V ugm-3,16.04816,V ugm-3,1.26333,V ugm-3,0.091883,V mgm-3,4.2,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),297.7,N deg,2.3,N ms-1,4.9,N degC,16.98757,V ugm-3,43.98745,V ugm-3,70.03469,V ugm-3,18.358,V ugm-3 (Ref.eq),315,N deg,4.1,N ms-1,6.6,N degC
2019-04-02,20:00:00,61.71702,V ugm-3,0.64421,V ugm-3,18.19799,V ugm-3,19.18578,V ugm-3,1.18438,V ugm-3,0.085955,V mgm-3,3.2,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),-1.3,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),313.4,N deg,3.3,N ms-1,4.2,N degC,10.6091,V ugm-3,42.7149,V ugm-3,58.98195,V ugm-3,15.459,V ugm-3 (Ref.eq),324.2,N deg,4.9,N ms-1,6,N degC
2019-04-02,21:00:00,60.27014,V ugm-3,0.91546,V ugm-3,19.27374,V ugm-3,20.67743,V ugm-3,1.10542,V ugm-3,0.085955,V mgm-3,3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),-0.2,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),318,N deg,3.4,N ms-1,3.5,N degC,15.23023,V ugm-3,43.575,V ugm-3,66.9277,V ugm-3,16.425,V ugm-3 (Ref.eq),324.4,N deg,4.7,N ms-1,5.3,N degC
2019-04-02,22:00:00,53.78412,V ugm-3,0.81375,V ugm-3,23.236,V ugm-3,24.48373,V ugm-3,1.10542,V ugm-3,0.109668,V mgm-3,5.4,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS),322.3,N deg,3.3,N ms-1,2.6,N degC,12.43152,V ugm-3,40.48083,V ugm-3,59.54222,V ugm-3,16.425,V ugm-3 (Ref.eq),330.3,N deg,4.2,N ms-1,5,N degC
2019-04-02,23:00:00,46.40003,V ugm-3,1.08499,V ugm-3,25.90628,V ugm-3,27.56991,V ugm-3,1.02646,V ugm-3,0.088919,V mgm-3,5.6,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),322.3,N deg,3,N ms-1,2,N degC,7.71275,V ugm-3,40.0251,V ugm-3,51.85114,V ugm-3,13.527,V ugm-3 (Ref.eq),335,N deg,4.4,N ms-1,4.9,N degC
2019-04-02,24:00:00,57.52605,V ugm-3,0.74593,V ugm-3,14.1843,V ugm-3,15.32805,V ugm-3,0.86854,V ugm-3,0.074099,V mgm-3,4.3,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),324.6,N deg,2.7,N ms-1,1.5,N degC,2.14785,V ugm-3,27.72567,V ugm-3,31.019,V ugm-3,12.561,V ugm-3 (Ref.eq),336.7,N deg,4.3,N ms-1,4.7,N degC
2019-04-03,01:00:00,49.8925,V ugm-3,0.54359,V ugm-3,15.72385,V ugm-3,16.55734,V ugm-3,0.73752,V ugm-3,0.063192,V mgm-3,3.7,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),-0.1,V ugm-3 (TEOM FDMS),344.2,N deg,2.5,N ms-1,0.5,N degC,2.26014,V ugm-3,17.14299,V ugm-3,20.60849,V ugm-3,7.73,V ugm-3 (Ref.eq),349.6,N deg,3.4,N ms-1,3.8,N degC
2019-04-03,02:00:00,54.08347,V ugm-3,0.99657,V ugm-3,27.05225,V ugm-3,28.58031,V ugm-3,0.73752,V ugm-3,0.059241,V mgm-3,0.4,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),-2.7,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),355.9,N deg,3.7,N ms-1,1.4,N degC,2.43399,V ugm-3,18.23671,V ugm-3,21.96878,V ugm-3,7.73,V ugm-3 (Ref.eq),346.9,N deg,4.7,N ms-1,3.8,N degC
2019-04-03,03:00:00,43.35658,V ugm-3,0.95128,V ugm-3,28.06637,V ugm-3,29.52497,V ugm-3,0.86923,V ugm-3,0.068128,V mgm-3,1.8,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),351.6,N deg,2,N ms-1,1.5,N degC,1.59731,V ugm-3,15.50674,V ugm-3,17.95591,V ugm-3,6.763,V ugm-3 (Ref.eq),352.9,N deg,3,N ms-1,4.1,N degC
2019-04-03,04:00:00,49.39358,V ugm-3,0.74743,V ugm-3,18.48574,V ugm-3,19.63179,V ugm-3,0.79021,V ugm-3,0.068128,V mgm-3,0.7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),-1.3,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),349.7,N deg,3.2,N ms-1,0.6,N degC,1.95589,V ugm-3,20.3641,V ugm-3,23.36309,V ugm-3,9.662,V ugm-3 (Ref.eq),351.9,N deg,5,N ms-1,3.7,N degC
2019-04-03,05:00:00,50.19186,V ugm-3,0.78141,V ugm-3,16.26951,V ugm-3,17.46765,V ugm-3,0.63216,V ugm-3,0.059241,V mgm-3,1,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),-0.6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),13.4,N deg,2.6,N ms-1,1.1,N degC,5.2809,V ugm-3,25.92715,V ugm-3,34.02441,V ugm-3,8.696,V ugm-3 (Ref.eq),11.7,N deg,4.5,N ms-1,4.2,N degC
2019-04-03,06:00:00,31.68174,V ugm-3,2.24229,V ugm-3,31.60022,V ugm-3,35.03836,V ugm-3,0.71118,V ugm-3,0.091824,V mgm-3,10.8,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS),-1.6,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),2.2,N deg,2.6,N ms-1,0.5,N degC,19.62407,V ugm-3,50.30368,V ugm-3,80.3935,V ugm-3,13.527,V ugm-3 (Ref.eq),5.4,N deg,5.3,N ms-1,3.7,N degC
2019-04-03,07:00:00,26.84217,V ugm-3,6.62496,V ugm-3,43.42995,V ugm-3,53.58807,V ugm-3,0.94825,V ugm-3,0.133294,V mgm-3,2.3,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),-1.2,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),355.1,N deg,2.7,N ms-1,0.7,N degC,25.19835,V ugm-3,70.52684,V ugm-3,109.16376,V ugm-3,10.628,V ugm-3 (Ref.eq),7.3,N deg,4.4,N ms-1,3.8,N degC
2019-04-03,08:00:00,31.73163,V ugm-3,8.35764,V ugm-3,43.55567,V ugm-3,56.37053,V ugm-3,0.94825,V ugm-3,0.133294,V mgm-3,11.2,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),353.5,N deg,2.6,N ms-1,2,N degC,64.3161,V ugm-3,80.78942,V ugm-3,179.40606,V ugm-3,27.054,V ugm-3 (Ref.eq),8.2,N deg,3.7,N ms-1,3.9,N degC
2019-04-03,09:00:00,47.99659,V ugm-3,7.30444,V ugm-3,32.2888,V ugm-3,43.48878,V ugm-3,1.10629,V ugm-3,0.097749,V mgm-3,8.7,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),344.2,N deg,2.9,N ms-1,3.4,N degC,24.70938,V ugm-3,47.4544,V ugm-3,85.34158,V ugm-3,16.425,V ugm-3 (Ref.eq),347.7,N deg,3.7,N ms-1,4.2,N degC
2019-04-03,10:00:00,55.8796,V ugm-3,5.97945,V ugm-3,27.36428,V ugm-3,36.53264,V ugm-3,0.79021,V ugm-3,0.068128,V mgm-3,7.1,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),355.9,N deg,3.1,N ms-1,4.5,N degC,23.92702,V ugm-3,40.39019,V ugm-3,77.07778,V ugm-3,16.425,V ugm-3 (Ref.eq),357.3,N deg,3.8,N ms-1,5,N degC
2019-04-03,11:00:00,68.05337,V ugm-3,1.9705,V ugm-3,16.76498,V ugm-3,19.78637,V ugm-3,0.55314,V ugm-3,0.059241,V mgm-3,4.7,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),6.2,N deg,3.7,N ms-1,4.9,N degC,25.68732,V ugm-3,37.23201,V ugm-3,76.61868,V ugm-3,15.459,V ugm-3 (Ref.eq),357.4,N deg,5,N ms-1,5.1,N degC
2019-04-03,12:00:00,69.74971,V ugm-3,1.69871,V ugm-3,12.7504,V ugm-3,15.35504,V ugm-3,0.86923,V ugm-3,0.05628,V mgm-3,8.8,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),348.5,N deg,2.4,N ms-1,5.4,N degC,23.86183,V ugm-3,38.14365,V ugm-3,74.73127,V ugm-3,14.493,V ugm-3 (Ref.eq),1.9,N deg,3,N ms-1,5.3,N degC
2019-04-03,13:00:00,68.20305,V ugm-3,2.37819,V ugm-3,13.46046,V ugm-3,17.10696,V ugm-3,0.79021,V ugm-3,0.07109,V mgm-3,1.8,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),-1.3,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),303.9,N deg,1.8,N ms-1,5.4,N degC,28.88194,V ugm-3,42.73993,V ugm-3,87.02495,V ugm-3,10.628,V ugm-3 (Ref.eq),9.7,N deg,0.9,N ms-1,4.9,N degC
2019-04-03,14:00:00,63.96219,V ugm-3,2.41216,V ugm-3,18.20038,V ugm-3,21.89897,V ugm-3,0.94825,V ugm-3,0.059241,V mgm-3,0.6,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),-1.1,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),198.4,N deg,1.9,N ms-1,5,N degC,34.48881,V ugm-3,50.10931,V ugm-3,102.99142,V ugm-3,10.628,V ugm-3 (Ref.eq),218.2,N deg,3.8,N ms-1,4.5,N degC
2019-04-03,15:00:00,55.53035,V ugm-3,2.85383,V ugm-3,27.05566,V ugm-3,31.43147,V ugm-3,0.94825,V ugm-3,0.11256,V mgm-3,8.3,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),-0.1,V ugm-3 (TEOM FDMS),292,N deg,3.8,N ms-1,5.9,N degC,54.04769,V ugm-3,76.89482,V ugm-3,159.76678,V ugm-3,12.561,V ugm-3 (Ref.eq),240.4,N deg,4,N ms-1,5.5,N degC
2019-04-03,16:00:00,58.47401,V ugm-3,2.64998,V ugm-3,22.98842,V ugm-3,27.05167,V ugm-3,1.10629,V ugm-3,0.091824,V mgm-3,5.6,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),326.7,N deg,3.4,N ms-1,6,N degC,51.01606,V ugm-3,60.37364,V ugm-3,138.59717,V ugm-3,9.662,V ugm-3 (Ref.eq),347.7,N deg,3.5,N ms-1,5.5,N degC
2019-04-03,17:00:00,48.49551,V ugm-3,3.26152,V ugm-3,30.44965,V ugm-3,35.45057,V ugm-3,1.18531,V ugm-3,0.124408,V mgm-3,3,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),299.4,N deg,3.7,N ms-1,6,N degC,17.01622,V ugm-3,40.17225,V ugm-3,66.26342,V ugm-3,6.763,V ugm-3 (Ref.eq),285.2,N deg,1.7,N ms-1,6,N degC
2019-04-03,18:00:00,49.74282,V ugm-3,3.73715,V ugm-3,31.67838,V ugm-3,37.4086,V ugm-3,1.18531,V ugm-3,0.121446,V mgm-3,5.5,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),272.5,N deg,3,N ms-1,4.5,N degC,40.97584,V ugm-3,71.53451,V ugm-3,134.36325,V ugm-3,7.73,V ugm-3 (Ref.eq),287.2,N deg,5.1,N ms-1,6.5,N degC
2019-04-03,19:00:00,44.50411,V ugm-3,1.80063,V ugm-3,31.76216,V ugm-3,34.52309,V ugm-3,1.02726,V ugm-3,0.10071,V mgm-3,6.6,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),228.1,N deg,2.9,N ms-1,3.8,N degC,9.51865,V ugm-3,45.64905,V ugm-3,60.24412,V ugm-3,7.73,V ugm-3 (Ref.eq),255,N deg,4.2,N ms-1,6.4,N degC
2019-04-03,20:00:00,41.46067,V ugm-3,2.24229,V ugm-3,31.13648,V ugm-3,34.57461,V ugm-3,1.02726,V ugm-3,0.145142,V mgm-3,8.4,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),229.7,N deg,3.6,N ms-1,3.8,N degC,2.93383,V ugm-3,40.03422,V ugm-3,44.53269,V ugm-3,5.797,V ugm-3 (Ref.eq),235.3,N deg,5.4,N ms-1,6.8,N degC
2019-04-03,21:00:00,46.99874,V ugm-3,1.01922,V ugm-3,23.73697,V ugm-3,25.29976,V ugm-3,1.10629,V ugm-3,0.159952,V mgm-3,8.7,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),224.1,N deg,4.1,N ms-1,4.6,N degC,1.89069,V ugm-3,28.57483,V ugm-3,31.47385,V ugm-3,8.696,V ugm-3 (Ref.eq),223.9,N deg,6.2,N ms-1,6.6,N degC
2019-04-03,22:00:00,51.13981,V ugm-3,1.12115,V ugm-3,23.11694,V ugm-3,24.83601,V ugm-3,0.94825,V ugm-3,0.121446,V mgm-3,6.4,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),203.8,N deg,6.9,N ms-1,4.5,N degC,0.91275,V ugm-3,28.64601,V ugm-3,30.04554,V ugm-3,6.763,V ugm-3 (Ref.eq),201.4,N deg,8.9,N ms-1,6.2,N degC
2019-04-03,23:00:00,63.96219,V ugm-3,0.67948,V ugm-3,13.74639,V ugm-3,14.78825,V ugm-3,1.26433,V ugm-3,0.07109,V mgm-3,6.3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),186.9,N deg,8.4,N ms-1,3.8,N degC,1.17353,V ugm-3,15.49337,V ugm-3,17.29276,V ugm-3,5.797,V ugm-3 (Ref.eq),196.1,N deg,9.7,N ms-1,5.4,N degC
2019-04-03,24:00:00,72.34413,V ugm-3,0.40769,V ugm-3,7.51615,V ugm-3,8.14127,V ugm-3,0.94825,V ugm-3,0.059241,V mgm-3,3.1,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),-0.3,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),173,N deg,10.2,N ms-1,3.4,N degC,2.05368,V ugm-3,11.54226,V ugm-3,14.6912,V ugm-3,3.865,V ugm-3 (Ref.eq),178.1,N deg,11.8,N ms-1,4.7,N degC
2019-04-04,01:00:00,75.17137,V ugm-3,0.27234,V ugm-3,4.12477,V ugm-3,4.54235,V ugm-3,0.7381,V ugm-3,0.047363,V mgm-3,3.2,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),-1.3,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),182.1,N deg,6.7,N ms-1,4.3,N degC,0.43537,V ugm-3,8.80072,V ugm-3,9.46829,V ugm-3,1.932,V ugm-3 (Ref.eq),180.7,N deg,8.5,N ms-1,5.6,N degC
2019-04-04,02:00:00,70.84735,V ugm-3,0.40851,V ugm-3,18.78185,V ugm-3,19.40821,V ugm-3,0.94899,V ugm-3,0.047363,V mgm-3,3,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),-1.1,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),173,N deg,7.5,N ms-1,3.4,N degC,1.21905,V ugm-3,14.07024,V ugm-3,15.93942,V ugm-3,3.865,V ugm-3 (Ref.eq),174.6,N deg,9.6,N ms-1,5,N degC
2019-04-04,03:00:00,69.60004,V ugm-3,0.34042,V ugm-3,15.11816,V ugm-3,15.64013,V ugm-3,0.55358,V ugm-3,0.059204,V mgm-3,2.6,V ugm-3 (TEOM FDMS),0.3,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),-1.5,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),171.1,N deg,7.2,N ms-1,4.1,N degC,1.14286,V ugm-3,15.15774,V ugm-3,16.91009,V ugm-3,6.763,V ugm-3 (Ref.eq),160.5,N deg,8.8,N ms-1,5,N degC
2019-04-04,04:00:00,65.60864,V ugm-3,0.40851,V ugm-3,11.50377,V ugm-3,12.13014,V ugm-3,0.63266,V ugm-3,0.053283,V mgm-3,2.8,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),-1.1,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),172.2,N deg,7.1,N ms-1,4,N degC,1.82857,V ugm-3,16.20093,V ugm-3,19.00469,V ugm-3,4.831,V ugm-3 (Ref.eq),172.1,N deg,9.7,N ms-1,5,N degC
2019-04-04,05:00:00,69.60004,V ugm-3,0.34042,V ugm-3,8.56272,V ugm-3,9.0847,V ugm-3,1.10716,V ugm-3,0.062164,V mgm-3,1.8,V ugm-3 (TEOM FDMS),-1.1,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),-1.2,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),173.9,N deg,6.5,N ms-1,4.2,N degC,6.30203,V ugm-3,19.91691,V ugm-3,29.57989,V ugm-3,4.831,V ugm-3 (Ref.eq),167.9,N deg,9,N ms-1,5.1,N degC
2019-04-04,06:00:00,65.50885,V ugm-3,0.37446,V ugm-3,12.63993,V ugm-3,13.2141,V ugm-3,0.86991,V ugm-3,0.085846,V mgm-3,0.7,V ugm-3 (TEOM FDMS),-0.6,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),-0.9,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),177.3,N deg,5.9,N ms-1,4.5,N degC,13.68161,V ugm-3,28.83251,V ugm-3,49.81069,V ugm-3,9.662,V ugm-3 (Ref.eq),176.2,N deg,8.1,N ms-1,5.5,N degC
2019-04-04,07:00:00,54.73207,V ugm-3,1.59998,V ugm-3,20.25847,V ugm-3,22.71174,V ugm-3,0.47449,V ugm-3,0.088805,V mgm-3,7.8,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),183.7,N deg,5.9,N ms-1,5,N degC,31.31424,V ugm-3,52.3732,V ugm-3,100.3877,V ugm-3,11.594,V ugm-3 (Ref.eq),184.2,N deg,7.9,N ms-1,6.1,N degC
2019-04-04,08:00:00,41.46067,V ugm-3,3.40422,V ugm-3,30.44802,V ugm-3,35.66776,V ugm-3,0.94899,V ugm-3,0.118407,V mgm-3,1.6,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),-0.2,V ugm-3 (TEOM FDMS),-0.5,V ugm-3 (TEOM FDMS),0.3,V ugm-3 (TEOM FDMS),176.6,N deg,5.3,N ms-1,5.2,N degC,11.42855,V ugm-3,28.50665,V ugm-3,46.03019,V ugm-3,8.696,V ugm-3 (Ref.eq),180.5,N deg,6.7,N ms-1,6.3,N degC
2019-04-04,09:00:00,39.06583,V ugm-3,4.93612,V ugm-3,33.00281,V ugm-3,40.57143,V ugm-3,1.10716,V ugm-3,0.115447,V mgm-3,0.3,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),186.3,N deg,5.5,N ms-1,5.9,N degC,3.46122,V ugm-3,23.96623,V ugm-3,29.27336,V ugm-3,5.797,V ugm-3 (Ref.eq),180.4,N deg,7.7,N ms-1,6.7,N degC
2019-04-04,10:00:00,38.11787,V ugm-3,6.1276,V ugm-3,33.24061,V ugm-3,42.63613,V ugm-3,1.18624,V ugm-3,0.118407,V mgm-3,0.8,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),201.7,N deg,5.3,N ms-1,6.7,N degC,3.39591,V ugm-3,22.89134,V ugm-3,28.09834,V ugm-3,2.899,V ugm-3 (Ref.eq),192.1,N deg,7.3,N ms-1,7.1,N degC
2019-04-04,11:00:00,51.04003,V ugm-3,4.42549,V ugm-3,22.1202,V ugm-3,28.90585,V ugm-3,0.94899,V ugm-3,0.118407,V mgm-3,10.3,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),-1.2,V ugm-3 (TEOM FDMS),188.7,N deg,5.9,N ms-1,7,N degC,7.44489,V ugm-3,16.42756,V ugm-3,27.8429,V ugm-3,2.899,V ugm-3 (Ref.eq),184.8,N deg,7,N ms-1,7.2,N degC
2019-04-04,12:00:00,58.97294,V ugm-3,3.43826,V ugm-3,15.37511,V ugm-3,20.64704,V ugm-3,0.63266,V ugm-3,0.097686,V mgm-3,15.8,V ugm-3 (TEOM FDMS),14.2,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),194.1,N deg,6.5,N ms-1,7.4,N degC,11.65713,V ugm-3,20.33973,V ugm-3,38.21374,V ugm-3,6.763,V ugm-3 (Ref.eq),187.8,N deg,7.4,N ms-1,7.5,N degC
